id,label
21390,1
21391,1
21392,0
21393,1
21394,0
21395,0
21396,1
21397,0
21398,1
21399,0
21400,1
21401,1
21402,1
21403,1
21404,0
21405,1
21406,0
21407,1
21408,1
21409,1
21410,0
21411,1
21412,1
21413,0
21414,0
21415,1
21416,1
21417,1
21418,1
21419,1
21420,1
21421,1
21422,1
21423,0
21424,1
21425,1
21427,1
21428,1
21429,0
21430,1
21431,1
21432,1
21433,1
21434,1
21435,1
21436,1
21437,1
21438,0
21439,1
21440,0
21441,1
21442,1
21443,1
21444,1
21445,1
21446,1
21447,1
21448,1
21449,1
21450,1
21451,1
21452,1
21453,1
21454,1
21455,1
21456,0
21457,1
21458,1
21459,0
21460,1
21461,1
21462,1
21463,1
21464,1
21465,1
21466,1
21467,0
21468,1
21469,1
21470,1
21471,1
21472,1
21473,0
21474,1
21475,1
21476,1
21477,1
21478,1
21479,1
21480,1
21481,1
21482,1
21483,1
21484,1
21485,1
21486,1
21487,1
21488,1
21489,1
21490,1
21491,1
21492,1
21493,1
21494,1
21495,0
21496,1
21497,1
21498,1
21499,1
21500,1
21501,1
21502,0
21503,1
21504,1
21505,1
21506,0
21507,1
21508,1
21509,1
21510,0
21511,1
21512,0
21513,1
21514,0
21515,1
21516,1
21517,1
21518,0
21519,1
21520,1
21521,1
21522,1
21523,1
21524,1
21525,1
21526,1
21527,0
21528,1
21529,0
21530,0
21531,1
21532,0
21533,0
21534,0
21535,1
21536,0
21537,0
21538,1
21539,1
21540,1
21541,1
21542,1
21543,1
21544,1
21545,1
21546,1
21547,1
21548,1
21549,1
21550,1
21551,1
21552,1
21553,1
21554,0
21555,1
21556,1
21557,0
21558,1
21559,1
21560,0
21561,0
21562,1
21563,1
21564,1
21565,1
21566,0
21567,1
21568,0
21569,1
21570,1
21571,1
21572,1
21573,1
21574,0
21575,0
21576,0
21577,1
21578,1
21579,1
21580,1
21581,1
21582,1
21583,1
21584,1
21585,1
21586,1
21587,1
21588,1
21589,1
21590,1
21591,1
21592,1
21593,1
21594,1
21595,1
21596,1
21597,1
21598,1
21599,0
21600,1
21601,0
21602,1
21603,1
21604,0
21605,1
21606,1
21607,1
21608,1
21609,1
21610,1
21611,1
21612,1
21613,0
21614,1
21615,1
21616,0
21617,1
21618,1
21619,0
21620,0
21621,1
21622,1
21623,1
21624,0
21625,1
21626,1
21627,1
21628,1
21629,1
21630,0
21631,1
21632,1
21633,1
21634,1
21635,1
21636,1
21637,1
21638,1
21639,1
21640,1
21641,1
21642,0
21643,1
21644,0
21645,1
21646,1
21647,0
21648,1
21649,1
21650,1
21651,1
21652,1
21653,1
21654,1
21655,1
21656,1
21657,1
21658,1
21659,1
21660,1
21661,1
21662,0
21663,1
21664,1
21665,1
21666,1
21667,1
21668,1
21669,0
21670,1
21671,1
21672,0
21673,1
21674,1
21675,1
21676,1
21677,1
21678,1
21679,1
21680,1
21681,0
21682,1
21683,1
21684,1
21685,1
21686,1
21687,1
21688,1
21689,1
21690,1
21691,0
21692,1
21693,0
21694,1
21695,1
21696,1
21697,1
21698,1
21699,1
21700,1
21701,1
21702,1
21703,1
21704,1
21705,1
21706,0
21707,1
21708,1
21709,1
21710,1
21711,1
21712,1
21713,1
21714,1
21715,0
21716,1
21717,0
21718,1
21719,0
21720,1
21721,0
21722,0
21723,1
21724,1
21725,1
21726,1
21727,1
21728,1
21729,1
21730,1
21731,0
21732,0
21733,1
21734,0
21735,1
21736,0
21737,0
21738,1
21739,1
21740,1
21741,1
21742,1
21743,1
21744,1
21745,1
21746,1
21747,1
21748,1
21749,1
21750,1
21751,0
21752,0
21753,1
21754,1
21755,0
21756,1
21757,1
21758,1
21759,0
21760,1
21761,1
21762,1
21763,1
21764,0
21765,1
21766,1
21767,1
21768,0
21769,1
21770,1
21771,0
21772,0
21773,1
21774,1
21775,1
21776,1
21777,1
21779,1
21780,0
21781,1
21782,1
21783,1
21784,1
21785,1
21786,1
21787,1
21788,1
21789,1
21790,1
21791,0
21792,1
21793,1
21794,1
21795,1
21796,1
21797,0
21798,1
21799,1
21800,1
21801,1
21802,1
21803,1
21804,1
21805,0
21806,0
21807,1
21808,1
21809,1
21810,1
21811,1
21812,0
21813,1
21814,1
21815,0
21816,1
21817,1
21818,1
21819,1
21820,1
21821,1
21822,1
21823,0
21824,1
21825,1
21826,1
21827,1
21828,1
21829,1
21830,1
21831,1
21832,1
21833,1
21834,1
21835,0
21836,1
21837,1
21838,0
21839,1
21840,1
21841,1
21842,1
21843,1
21844,1
21845,1
21846,0
21847,1
21848,1
21849,1
21850,1
21851,0
21852,1
21853,1
21854,1
21855,1
21856,1
21857,1
21858,1
21859,0
21860,0
21861,1
21862,1
21863,1
21864,0
21865,1
21866,1
21867,1
21868,1
21869,1
21870,1
21871,0
21872,1
21873,1
21874,1
21875,1
21876,1
21877,0
21878,1
21879,1
21880,1
21881,1
21882,1
21883,1
21884,1
21885,1
21886,1
21887,1
21888,1
21889,0
21890,1
21891,0
21892,1
21893,0
21894,0
21895,1
21896,1
21897,1
21898,0
21899,1
21900,0
21901,1
21902,1
21903,1
21904,1
21905,1
21906,1
21907,1
21908,1
21909,1
21910,1
21911,1
21912,0
21913,1
21914,1
21915,1
21916,1
21917,0
21918,1
21919,0
21920,1
21921,1
21922,0
21923,0
21924,0
21925,0
21926,0
21927,1
21928,1
21929,1
21930,1
21931,1
21932,1
21933,1
21934,1
21935,1
21936,1
21937,1
21938,1
21939,0
21940,1
21941,0
21942,1
21943,0
21944,1
21945,1
21946,1
21947,1
21948,0
21949,1
21950,1
21951,1
21952,1
21953,1
21954,1
21955,1
21956,1
21957,1
21958,1
21959,1
21960,1
21961,0
21962,0
21963,1
21964,1
21965,0
21966,1
21967,0
21968,1
21969,1
21970,1
21971,1
21972,0
21973,0
21974,1
21975,1
21976,1
21977,0
21978,0
21979,1
21980,1
21981,1
21982,0
21983,0
21984,1
21985,1
21986,0
21987,1
21988,1
21989,1
21990,1
21991,0
21992,1
21993,1
21994,1
21995,1
21996,0
21997,1
21998,0
21999,0
22000,0
22001,1
22002,1
22003,1
22004,1
22005,1
22006,1
22007,1
22008,1
22009,1
22010,0
22011,1
22012,1
22013,1
22014,1
22015,1
22016,1
22017,0
22018,0
22019,1
22020,1
22021,1
22022,1
22023,1
22024,1
22025,0
22026,1
22027,1
22028,0
22029,1
22030,1
22031,1
22032,1
22033,1
22034,1
22035,1
22036,1
22037,0
22038,1
22039,0
22040,0
22041,1
22042,1
22043,1
22044,1
22045,1
22046,1
22047,0
22048,1
22049,1
22050,1
22051,0
22052,0
22053,1
22054,1
22055,1
22056,1
22057,1
22058,1
22059,1
22060,1
22061,1
22062,1
22063,0
22064,1
22065,1
22066,1
22067,1
22068,1
22069,1
22070,1
22071,1
22072,0
22073,1
22074,1
22075,0
22076,0
22077,1
22078,0
22079,0
22080,1
22081,1
22082,1
22083,0
22084,0
22085,1
22086,0
22087,1
22088,0
22089,1
22090,1
22091,1
22092,1
22093,1
22094,1
22095,0
22096,1
22097,0
22098,0
22099,1
22100,1
22101,0
22102,1
22103,1
22104,1
22105,1
22106,1
22107,0
22108,1
22109,0
22110,1
22111,1
22112,1
22113,1
22114,1
22115,1
22116,0
22117,1
22118,0
22119,0
22120,1
22121,1
22122,1
22123,0
22124,1
22125,1
22126,1
22127,1
22128,1
22129,0
22130,1
22131,1
22132,0
22133,1
22134,0
22135,0
22136,0
22137,1
22138,1
22139,1
22140,0
22141,1
22142,1
22143,1
22144,1
22145,1
22146,1
22147,1
22148,1
22149,1
22150,0
22151,1
22152,1
22153,1
22154,1
22155,1
22156,0
22157,1
22158,1
22159,1
22160,1
22161,1
22162,1
22163,1
22164,1
22165,1
22166,1
22167,1
22168,1
22169,1
22170,0
22171,1
22172,1
22173,0
22174,1
22175,1
22176,0
22177,1
22178,1
22179,0
22180,1
22181,1
22182,0
22183,0
22184,1
22185,1
22186,1
22187,0
22188,1
22189,0
22190,1
22191,0
22192,1
22193,1
22194,0
22195,1
22196,1
22197,1
22198,1
22199,1
22200,0
22201,0
22202,1
22203,1
22204,1
22205,1
22206,1
22207,1
22208,1
22209,1
22210,0
22211,0
22212,0
22213,1
22214,1
22215,0
22216,1
22217,1
22218,1
22219,1
22220,1
22221,1
22222,1
22223,1
22224,1
22225,1
22226,1
22227,0
22228,1
22229,1
22230,1
22231,1
22232,0
22233,0
22234,0
22235,0
22236,1
22237,1
22238,1
22239,1
22240,1
22241,1
22242,1
22243,0
22244,1
22245,1
22246,1
22247,1
22248,0
22249,1
22250,1
22251,1
22252,1
22253,1
22254,1
22255,1
22256,1
22257,1
22258,0
22259,1
22260,1
22261,1
22262,1
22263,1
22264,1
22265,1
22266,1
22267,1
22268,1
22269,1
22270,1
22271,1
22272,1
22273,1
22274,1
22275,1
22276,1
22277,1
22278,1
22279,1
22280,1
22281,1
22282,1
22283,1
22284,1
22285,1
22286,1
22287,0
22288,1
22289,1
22290,0
22291,1
22292,1
22293,1
22294,1
22295,1
22296,1
22297,1
22298,1
22299,1
22300,1
22301,1
22302,1
22303,1
22304,1
22305,1
22306,1
22307,1
22308,1
22309,1
22310,1
22311,1
22312,0
22313,1
22314,1
22315,1
22316,1
22317,1
22318,1
22319,1
22320,1
22321,1
22322,1
22323,1
22324,1
22325,1
22326,1
22327,1
22328,1
22329,1
22330,1
22331,1
22332,1
22333,1
22334,1
22335,0
22336,0
22337,0
22338,1
22339,1
22340,0
22341,1
22342,1
22343,1
22344,0
22345,1
22346,1
22347,1
22348,1
22349,1
22350,1
22351,1
22352,1
22353,1
22354,1
22355,0
22356,1
22357,1
22358,1
22359,1
22360,1
22361,1
22362,0
22363,0
22364,1
22365,1
22366,1
22367,1
22368,0
22369,1
22370,1
22371,1
22372,1
22373,1
22374,0
22375,1
22376,1
22377,1
22378,1
22379,1
22380,0
22381,1
22382,1
22383,1
22384,1
22385,1
22386,1
22387,1
22388,0
22389,1
22390,1
22391,1
22392,0
22393,1
22394,0
22395,1
22396,1
22397,1
22398,1
22399,0
22400,1
22401,1
22402,1
22403,1
22404,1
22405,1
22406,1
22407,1
22408,1
22409,1
22410,1
22411,1
22412,1
22413,1
22414,1
22415,1
22416,0
22417,1
22418,0
22419,1
22420,0
22421,1
22422,1
22423,1
22424,1
22425,1
22426,0
22427,1
22428,1
22429,0
22430,0
22431,1
22432,1
22433,1
22434,1
22435,1
22436,1
22437,1
22438,1
22439,1
22440,1
22441,1
22442,1
22443,1
22444,1
22445,0
22446,1
22447,1
22448,1
22449,1
22450,0
22451,1
22452,1
22453,1
22454,1
22455,1
22456,1
22457,1
22458,0
22459,1
22460,0
22461,1
22462,1
22463,0
22464,1
22465,1
22466,1
22467,1
22468,1
22469,1
22470,0
22471,1
22472,1
22473,1
22474,0
22475,1
22476,1
22477,1
22478,1
22479,1
22480,1
22481,1
22482,1
22483,1
22484,1
22485,0
22486,1
22487,1
22488,0
22489,1
22490,0
22491,1
22492,0
22493,1
22494,1
22495,0
22496,0
22497,1
22498,1
22499,1
22500,1
22501,0
22502,1
22503,1
22504,1
22505,0
22506,1
22507,1
22508,1
22509,1
22510,1
22511,1
22512,1
22513,0
22514,1
22515,1
22516,1
22517,1
22518,0
22519,1
22520,1
22521,1
22522,1
22523,0
22524,1
22525,0
22526,1
22527,1
22528,1
22529,1
22530,1
22531,1
22532,1
22533,1
22534,1
22535,1
22536,1
22537,1
22538,1
22539,0
22540,1
22541,1
22542,1
22543,1
22544,1
22545,1
22546,0
22547,0
22548,1
22549,1
22550,1
22551,0
22552,1
22553,1
22554,1
22555,1
22556,1
22557,0
22558,1
22559,1
22560,1
22561,0
22562,1
22563,1
22564,1
22565,1
22566,0
22567,1
22568,1
22569,0
22570,1
22571,1
22572,1
22573,1
22574,1
22575,0
22576,1
22577,1
22578,1
22579,1
22580,1
22581,0
22582,1
22583,1
22584,1
22585,1
22586,1
22587,1
22588,1
22589,1
22590,1
22591,1
22592,1
22593,0
22594,0
22595,0
22596,1
22597,1
22598,1
22599,1
22600,1
22601,1
22602,0
22603,1
22604,1
22605,0
22606,1
22607,0
22608,0
22609,0
22610,1
22611,1
22612,0
22613,1
22614,1
22615,1
22616,1
22617,1
22618,1
22619,1
22620,0
22621,1
22622,1
22623,1
22624,1
22625,1
22626,1
22627,0
22628,1
22629,1
22630,1
22631,1
22632,1
22633,0
22634,1
22635,0
22636,1
22637,1
22638,0
22639,0
22640,1
22641,0
22642,1
22643,1
22644,0
22645,1
22646,1
22647,1
22648,1
22649,1
22650,1
22651,1
22652,1
22653,1
22654,1
22655,1
22656,1
22657,1
22658,1
22659,1
22660,1
22661,1
22662,1
22663,0
22664,1
22665,1
22666,1
22667,1
22668,1
22669,0
22670,1
22671,1
22672,1
22673,1
22674,1
22675,1
22676,1
22677,1
22678,0
22679,1
22680,1
22681,1
22682,1
22683,1
22684,1
22685,1
22686,0
22687,1
22688,0
22689,0
22690,1
22691,1
22692,1
22693,1
22694,0
22695,1
22696,1
22697,1
22698,1
22699,1
22700,1
22701,1
22702,1
22703,1
22704,1
22705,1
22706,1
22707,1
22708,0
22709,1
22710,1
22711,0
22712,0
22713,1
22714,1
22715,0
22716,1
22717,0
22718,1
22719,1
22720,1
22721,1
22722,1
22723,1
22724,1
22725,1
22726,1
22727,1
22728,0
22729,1
22730,1
22731,1
22732,1
22733,1
22734,1
22735,0
22736,1
22737,1
22738,0
22739,1
22740,0
22741,1
22742,0
22743,1
22744,0
22745,1
22746,1
22747,1
22748,1
22749,1
22750,1
22751,1
22752,1
22753,1
22754,1
22755,1
22756,0
22757,0
22758,1
22759,1
22760,1
22761,1
22762,1
22763,1
22764,0
22765,0
22766,0
22767,0
22768,0
22769,1
22770,1
22771,0
22772,1
22773,0
22774,1
22775,0
22776,1
22777,1
22778,0
22779,1
22780,1
22781,0
22782,1
22783,1
22784,1
22785,1
22786,0
22787,0
22788,1
22789,1
22790,1
22791,1
22792,1
22793,1
22794,1
22795,1
22796,1
22797,0
22798,1
22799,1
22800,1
22801,1
22802,1
22803,1
22804,1
22805,1
22806,0
22807,1
22808,1
22809,1
22810,0
22811,1
22812,0
22813,1
22814,1
22815,1
22816,0
22817,1
22818,1
22819,1
22820,1
22821,1
22822,1
22823,0
22824,1
22825,0
22826,1
22827,1
22828,1
22829,1
22830,1
22831,1
22832,1
22833,1
22834,1
22835,1
22836,1
22837,1
22838,1
22839,1
22840,1
22841,1
22842,1
22843,0
22844,1
22845,1
22846,1
22847,1
22848,1
22849,1
22850,1
22851,1
22852,1
22853,0
22854,1
22855,1
22856,1
22857,0
22858,1
22859,1
22860,0
22861,1
22862,1
22863,1
22864,1
22865,1
22866,1
22867,0
22868,1
22869,1
22870,1
22871,1
22872,1
22873,0
22874,1
22875,1
22876,1
22877,1
22878,1
22879,1
22880,1
22881,0
22882,1
22883,0
22884,1
22885,1
22886,1
22887,1
22888,1
22889,1
22890,1
22891,1
22892,0
22893,1
22894,1
22895,1
22896,1
22897,1
22898,1
22899,0
22900,1
22901,1
22902,1
22903,1
22904,0
22905,1
22906,1
22907,1
22908,1
22909,1
22910,1
22911,1
22912,1
22913,1
22914,1
22915,1
22916,1
22917,1
22918,1
22919,1
22920,1
22921,1
22922,1
22923,1
22924,1
22925,1
22926,1
22927,0
22928,1
22929,1
22930,1
22931,1
22932,1
22933,1
22934,1
22935,1
22936,0
22937,1
22938,1
22939,1
22940,1
22941,0
22942,1
22943,1
22944,0
22945,1
22946,1
22947,0
22948,1
22949,1
22950,1
22951,1
22952,1
22953,1
22954,1
22955,1
22956,1
22957,1
22958,1
22959,1
22960,1
22961,1
22962,0
22963,1
22964,1
22965,1
22966,1
22967,0
22968,0
22969,0
22970,1
22971,1
22972,1
22973,1
22974,0
22975,1
22976,0
22977,0
22978,1
22979,1
22980,1
22981,1
22982,1
22983,1
22984,1
22985,1
22986,1
22987,1
22988,1
22989,1
22990,1
22991,1
22992,1
22993,1
22994,1
22995,1
22996,1
22997,1
22998,1
22999,1
23000,1
23001,1
23002,1
23003,1
23004,1
23005,1
23006,1
23007,0
23008,0
23009,1
23010,0
23011,1
23012,1
23013,0
23014,1
23015,1
23016,1
23017,0
23018,0
23019,1
23020,0
23021,1
23022,0
23023,0
23024,1
23025,1
23026,1
23027,1
23028,0
23029,1
23030,1
23031,0
23032,1
23033,1
23034,1
23035,1
23036,1
23037,1
23038,1
23039,0
23040,1
23041,1
23042,1
23043,1
23044,1
23045,1
23046,0
23047,0
23048,1
23049,0
23050,1
23051,1
23052,1
23053,0
23054,1
23055,1
23056,1
23058,1
23059,1
23060,0
23061,0
23062,1
23063,0
23064,1
23065,1
23066,1
23067,1
23068,0
23069,1
23070,1
23071,1
23072,1
23073,1
23074,1
23075,1
23076,0
23077,1
23078,0
23079,1
23080,1
23081,1
23082,0
23083,1
23084,0
23085,1
23086,1
23087,1
23088,0
23089,1
23090,0
23091,1
23092,1
23093,1
23094,0
23095,1
23096,1
23097,0
23098,0
23099,1
23100,0
23101,1
23102,1
23103,1
23104,1
23105,0
23106,1
23107,1
23108,1
23109,1
23110,0
23111,1
23112,0
23113,1
23114,1
23115,1
23116,1
23117,1
23118,1
23119,1
23120,0
23121,1
23122,1
23123,1
23124,0
23125,1
23126,1
23127,1
23128,1
23129,1
23130,1
23131,1
23132,0
23133,1
23134,1
23135,1
23136,1
23137,1
23138,1
23139,0
23140,1
23141,1
23142,1
23143,1
23144,0
23145,1
23146,1
23147,0
23148,1
23149,1
23150,1
23151,1
23152,1
23153,1
23154,1
23155,1
23156,1
23157,1
23158,1
23159,1
23160,1
23161,1
23162,0
23163,1
23164,0
23165,1
23166,1
23167,1
23168,1
23169,1
23170,1
23171,1
23172,0
23173,0
23174,1
23175,1
23176,1
23177,0
23178,1
23179,1
23180,1
23181,1
23182,1
23183,0
23184,0
23185,1
23186,1
23187,1
23188,1
23189,1
23190,1
23191,1
23192,1
23193,1
23194,1
23195,1
23196,1
23197,1
23198,1
23199,1
23200,1
23201,0
23202,1
23203,0
23204,1
23205,1
23206,1
23207,1
23208,1
23209,1
23210,1
23211,1
23212,1
23213,1
23214,1
23215,0
23216,1
23217,1
23218,0
23219,1
23220,0
23221,1
23222,1
23223,1
23224,1
23225,1
23226,0
23227,1
23228,1
23229,1
23230,0
23231,0
23232,1
23233,0
23234,0
23235,1
23236,1
23237,1
23238,1
23239,1
23240,1
23241,1
23242,1
23243,1
23244,1
23245,1
23246,1
23247,1
23248,1
23249,1
23250,1
23251,1
23252,1
23253,1
23254,1
23255,1
23256,1
23257,1
23258,1
23259,0
23260,1
23261,1
23262,1
23263,1
23264,1
23265,1
23266,1
23267,1
23268,1
23269,1
23270,1
23271,1
23272,1
23273,1
23274,1
23275,1
23276,1
23277,1
23278,1
23279,1
23280,1
23281,1
23282,1
23283,1
23284,1
23285,0
23286,1
23287,0
23288,0
23289,0
23290,1
23291,1
23292,0
23293,1
23294,1
23295,1
23296,1
23297,0
23298,1
23299,1
23300,0
23301,1
23302,1
23303,1
23304,1
23305,1
23306,1
23307,1
23308,1
23309,0
23310,0
23311,1
23312,1
23313,1
23314,1
23315,1
23316,1
23317,0
23318,1
23319,1
23320,1
23321,1
23322,1
23323,1
23324,1
23325,1
23326,1
23327,1
23328,1
23329,1
23330,1
23331,1
23332,1
23333,1
23334,1
23335,1
23336,1
23337,1
23338,1
23339,1
23340,1
23341,1
23342,1
23343,1
23344,1
23345,1
23346,1
23347,1
23348,1
23349,1
23350,1
23351,1
23352,0
23353,1
23354,1
23355,1
23356,1
23357,1
23358,0
23359,1
23360,1
23361,1
23362,1
23363,1
23364,0
23365,0
23366,1
23367,1
23368,1
23369,1
23370,1
23371,0
23372,1
23373,1
23374,1
23375,1
23376,1
23377,1
23378,0
23379,1
23380,1
23381,1
23382,0
23383,1
23384,1
23385,1
23386,1
23387,0
23388,1
23389,1
23390,1
23391,1
23392,1
23393,1
23394,1
23395,1
23396,1
23397,1
23398,1
23399,1
23400,1
23401,0
23402,1
23403,1
23404,1
23405,1
23406,0
23407,1
23408,1
23409,1
23410,0
23411,1
23412,0
23413,0
23414,1
23415,1
23416,1
23417,1
23418,1
23419,1
23420,0
23421,1
23422,1
23423,1
23424,1
23425,1
23426,1
23427,1
23428,1
23429,1
23430,1
23431,1
23432,1
23433,1
23434,1
23435,1
23436,1
23437,1
23438,1
23439,1
23440,1
23441,0
23442,1
23443,1
23444,1
23445,1
23446,1
23447,1
23448,1
23449,1
23450,1
23451,1
23452,1
23453,1
23454,1
23455,1
23456,1
23457,1
23458,1
23459,1
23460,1
23461,1
23462,1
23463,1
23464,1
23465,1
23466,1
23467,1
23468,1
23469,0
23470,0
23471,1
23472,1
23473,1
23474,0
23475,1
23476,1
23477,1
23478,1
23479,1
23480,1
23481,1
23482,1
23483,0
23484,1
23485,1
23486,1
23487,0
23488,1
23489,1
23490,0
23491,1
23492,1
23493,1
23494,1
23495,1
23496,1
23497,1
23498,1
23499,1
23500,1
23501,1
23502,1
23503,1
23504,1
23505,1
23506,0
23507,1
23508,1
23509,1
23510,0
23511,1
23512,1
23513,1
23514,1
23515,0
23516,0
23517,1
23518,1
23519,1
23520,1
23521,1
23522,1
23523,1
23524,0
23525,1
23526,1
23527,1
23528,1
23529,1
23530,1
23531,1
23532,0
23533,1
23534,1
23535,1
23536,1
23537,1
23538,1
23539,1
23540,0
23541,1
23542,1
23543,0
23544,1
23545,1
23546,0
23547,1
23548,1
23549,1
23550,1
23551,1
23552,1
23553,1
23554,0
23555,1
23556,1
23557,1
23558,1
23559,0
23560,0
23561,1
23562,1
23563,0
23564,1
23565,0
23566,1
23567,0
23568,1
23569,1
23570,1
23571,0
23572,1
23573,1
23574,1
23575,1
23576,1
23577,0
23578,1
23579,1
23580,0
23581,1
23582,1
23583,1
23584,1
23585,1
23586,1
23587,0
23588,1
23589,1
23590,1
23591,1
23592,0
23593,1
23594,1
23595,1
23596,1
23597,0
23598,0
23599,1
23600,0
23601,1
